title,movie_type,overview
['forget'],"['Thriller', 'Mystery', 'Crime']","['seoul', ',', 'south', 'korea', ',', '1997', '.', 'young', 'extremely', 'anxious', 'student', 'jin', '-', 'seok', ',', 'parent', 'successful', 'old', 'brother', 'yoo', '-', 'seok', 'new', 'home', ',', 'mysterious', 'frightening', 'event', 'begin', 'happen', ',', 'unexplained', 'event', 'threaten', 'ruin', 'seemingly', 'happy', 'life', '.', 'unable', 'understand', 'happen', ',', 'jin', '-', 'seok', 'wonder', 'lose', 'mind', '.']"
['faust'],"['Fantasy', 'Drama', 'Horror']","['god', 'satan', 'war', 'earth', ';', 'settle', 'thing', ',', 'wager', 'soul', 'faust', ',', 'learn', 'prayerful', 'alchemist', '.']"
['mulan'],"['Animation', 'Family', 'Adventure']","['save', 'father', 'certain', 'death', 'army', ',', 'young', 'woman', 'secretly', 'enlist', 'place', 'china', 'great', 'heroine', 'process', '.']"
"['hero', 'academia', ':', 'hero']","['Animation', 'Action', 'Adventure', 'Fantasy']","['deku', 'accept', 'invitation', 'abroad', 'float', 'mobile', 'manmade', 'city', ',', 'call', ""'"", '-', 'island', ""'"", ',', 'research', 'quirk', 'hero', 'supplemental', 'item', 'special', ""'"", '-', 'expo', ""'"", 'convention', 'currently', 'hold', 'island', '.', 'time', ',', 'suddenly', ',', 'despite', 'iron', 'wall', 'security', 'surround', 'island', ',', 'system', 'breach', 'villain', ',', 'one', 'able', 'stop', 'student', 'class', '1', '-', 'a.']"
"['return', 'jedi']","['Adventure', 'Action', 'Science Fiction']","['luke', 'skywalker', 'lead', 'mission', 'rescue', 'friend', 'han', 'solo', 'clutch', 'jabba', 'hutt', ',', 'emperor', 'seeks', 'destroy', 'rebellion', 'second', 'dread', 'death', 'star', '.']"
['titanic'],"['Drama', 'Romance']","['101', '-', 'year', '-', 'old', 'rose', 'dewitt', 'bukater', 'tell', 'story', 'life', 'aboard', 'titanic', ',', '84', 'year', 'later', '.', 'young', 'rose', 'board', 'ship', 'mother', 'fiancé', '.', ',', 'jack', 'dawson', 'fabrizio', 'de', 'rossi', 'win', '-', 'class', 'ticket', 'aboard', 'ship', '.', 'rose', 'tell', 'story', 'titanic', 'departure', 'death', '—', 'voyage', '—', 'april', '15', ',', '1912', '.']"
"['guardians', 'galaxy']","['Action', 'Science Fiction', 'Adventure']","['light', 'year', 'earth', ',', '26', 'year', 'abduct', ',', 'peter', 'quill', 'find', 'prime', 'target', 'manhunt', 'discover', 'orb', 'want', 'ronan', 'accuser', '.']"
"['divorce', 'italian', 'style']","['Comedy', 'Crime']","['ferdinando', 'cefalù', 'desperate', 'marry', 'cousin', ',', 'angela', ',', 'married', 'rosalia', 'divorce', 'illegal', 'italy', '.', 'law', ',', 'try', 'trick', 'wife', 'have', 'affair', 'catch', 'murder', ',', 'know', 'give', 'light', 'sentence', 'kill', 'adulterous', 'woman', '.', 'persuade', 'painter', 'lure', 'wife', 'affair', ',', 'rosalia', 'prove', 'faithful', 'expect', '.']"
"['dragon', 'ball', 'super', ':', 'broly']","['Action', 'Science Fiction', 'Animation']","['earth', 'peaceful', 'follow', 'tournament', 'power', '.', 'realize', 'universe', 'hold', 'strong', 'people', ',', 'goku', 'spend', 'day', 'training', 'reach', 'great', 'height', '.', 'day', ',', 'goku', 'vegeta', 'face', 'saiyan', 'call', ""'"", 'broly', ""'"", 'see', '.', 'saiyan', 'suppose', 'completely', 'wipe', 'destruction', 'planet', 'vegeta', ',', 'earth', '?', 'encounter', 'saiyan', 'follow', 'completely', 'different', 'destiny', 'turn', 'stupendous', 'battle', ',', 'frieza', '(', 'hell', ')', 'getting', 'catch', 'mix', '.']"
"['la', 'maison', 'en', 'petit', 'cube']",['Animation'],"['la', 'maison', 'en', 'petit', 'cube', 'tell', 'story', 'grandfather', 'memory', 'add', 'blocks', 'house', 'stem', 'flooding', 'water', '.']"
"['harry', 'potter', 'philosopher', 'stone']","['Adventure', 'Fantasy']","['harry', 'potter', 'live', 'stairs', 'aunt', 'uncle', 'house', 'life', '.', '11th', 'birthday', ',', 'learn', 'powerful', 'wizard', '—', 'place', 'wait', 'hogwart', 'school', 'witchcraft', 'wizardry', '.', 'learn', 'harness', 'newfound', 'power', 'help', 'school', 'kindly', 'headmaster', ',', 'harry', 'uncovers', 'truth', 'parent', ""'"", 'death', '—', 'villain', 'blame', '.']"
"['manche', ',', 'frida', '2', ':', 'paraíso', 'destruido']",['Comedy'],"['zequi', 'lucy', 'marry', '.', 'promise', 'overdo', 'bachelor', 'party', ',', 'thing', 'control', '.']"
['father'],['Drama'],"['small', '-', 'time', 'belfast', 'thief', ',', 'gerry', 'conlon', ',', 'wrongly', 'convict', 'ira', 'bombing', 'london', ',', 'father', 'friend', ',', 'spend', '15', 'year', 'prison', 'fight', 'prove', 'innocence', '.']"
"['la', 'la', 'land']","['Comedy', 'Drama', 'Romance', 'Music']","['mia', ',', 'aspire', 'actress', ',', 'serve', 'latte', 'movie', 'star', 'audition', 'sebastian', ',', 'jazz', 'musician', ',', 'scrape', 'play', 'cocktail', 'party', 'gig', 'dingy', 'bar', ',', 'success', 'mount', 'face', 'decision', 'begin', 'fray', 'fragile', 'fabric', 'love', 'affair', ',', 'dream', 'work', 'hard', 'maintain', 'threaten', 'rip', 'apart', '.']"
"['v', 'vendetta']","['Action', 'Thriller', 'Science Fiction']","['world', 'great', 'britain', 'fascist', 'state', ',', 'mask', 'vigilante', 'know', '""', 'v', '""', 'conduct', 'guerrilla', 'warfare', 'oppressive', 'british', 'government', '.', 'v', 'rescue', 'young', 'woman', 'secret', 'police', ',', 'find', 'ally', 'continue', 'fight', 'free', 'people', 'britain', '.']"
"['whisker', 'away']","['Animation', 'Drama', 'Romance', 'Fantasy']","['peculiar', 'girl', 'transform', 'cat', 'catch', 'crush', 'attention', '.', 'realize', ',', 'line', 'human', 'animal', 'start', 'blur', '.']"
['rebecca'],"['Mystery', 'Romance', 'Thriller']","['story', 'young', 'woman', 'marry', 'fascinating', 'widower', 'find', 'live', 'shadow', 'wife', ',', 'rebecca', ',', 'die', 'mysteriously', 'year', 'early', '.', 'young', 'wife', 'come', 'grip', 'terrible', 'secret', 'handsome', ',', 'cold', 'husband', ',', 'max', 'de', 'winter', '.', 'deal', 'jealous', ',', 'obsess', 'mrs', '.', 'danver', ',', 'housekeeper', ',', 'accept', 'mistress', 'house', '.']"
"['regular', ':', 'movie']","['Animation', 'Comedy', 'Science Fiction', 'TV Movie', 'Adventure', 'Action', 'Family', 'Fantasy']","['high', 'school', 'lab', 'experiment', 'go', 'horribly', 'wrong', ',', 'mordecai', 'rigby', 'time', 'battle', 'evil', 'volleyball', 'coach', 'order', 'save', 'universe', '—', 'friendship', '.']"
['coraline'],"['Animation', 'Family', 'Fantasy']","['wander', 'ramble', 'old', 'house', 'bore', 'new', 'town', ',', '11', '-', 'year', '-', 'old', 'coraline', 'discover', 'hide', 'door', 'strangely', 'idealize', 'version', 'life', '.', 'order', 'stay', 'fantasy', ',', 'frighteningly', 'real', 'sacrifice', '.']"
"['boy', 'harness', 'wind']","['Drama', 'History']","['odd', ',', 'thirteen', 'year', 'old', 'boy', 'malawi', 'invent', 'unconventional', 'way', 'save', 'family', 'village', 'famine', '.']"
['waterfront'],"['Crime', 'Drama', 'Romance']","['prizefighter', '-', 'turn', '-', 'longshoreman', 'conscience', 'go', 'labor', 'leader', 'expose', 'corruption', ',', 'extortion', ',', 'murder', 'union', 'rank', '.']"
"['witch', ':', '1', '.', 'subversion']","['Action', 'Mystery', 'Science Fiction']","['ja', '-', 'yoon', 'high', 'school', 'student', 'struggle', 'memory', 'loss', 'endure', 'unknown', 'trauma', 'childhood', '.', 'try', 'uncover', 'truth', ',', 'unwittingly', 'drag', 'world', 'crime', 'find', 'journey', 'awaken', 'secret', 'hide', 'deep', '.']"
"['corner', 'world']","['Drama', 'Animation', 'Romance', 'War', 'History']","['japan', ',', '1943', ',', 'world', 'war', 'ii', '.', 'young', 'suzu', 'leave', 'village', 'near', 'hiroshima', 'marry', 'live', '-', 'law', 'kure', ',', 'military', 'harbor', '.', 'creativity', 'overcome', 'deprivation', 'quickly', 'make', 'indispensable', 'home', '.', 'inhabit', 'ancestral', 'wisdom', ',', 'suzu', 'impregnate', 'simple', 'gesture', 'everyday', 'life', 'poetry', 'beauty', '.', 'hardship', ',', 'loss', 'love', 'one', ',', 'frequent', 'air', 'raid', 'enemy', ',', 'alter', 'enthusiasm', '…']"
"['captain', 'fantastic']","['Adventure', 'Drama']","['deep', 'forest', 'pacific', 'northwest', ',', 'father', 'devoted', 'raise', 'kid', 'rigorous', 'physical', 'intellectual', 'education', 'force', 'leave', 'paradise', 'enter', 'world', ',', 'begin', 'journey', 'challenge', 'idea', 'mean', 'parent', '.']"
"['winter', 'light']",['Drama'],"['swedish', 'pastor', 'fail', 'love', 'woman', ',', 'suicidal', 'fisherman', 'god', '.']"
['straw'],"['Thriller', 'Drama', 'Crime']","['straw', '?', 'devastatingly', 'bad', 'day', 'push', 'hardworke', 'single', 'mother', 'breaking', 'point', '—', 'shocking', 'act', 'desperation', '.']"
"['father', 'violin']","['Drama', 'Music']","['share', 'grief', 'connection', 'music', ',', 'orphan', 'girl', 'bond', 'emotionally', 'aloof', ',', 'successful', 'violinist', 'uncle', '.']"
"['young', 'woman', 'sea']","['History', 'Drama']","['extraordinary', 'true', 'story', 'trudy', 'ederle', ',', 'woman', 'successfully', 'swim', 'english', 'channel', '.', 'steadfast', 'support', 'old', 'sister', 'supportive', 'trainer', ',', 'overcame', 'adversity', 'animosity', 'patriarchal', 'society', 'rise', 'rank', 'olympic', 'swimming', 'team', 'complete', '21', '-', 'mile', 'trek', 'france', 'england', '.']"
"['miracle', 'worker']",['Drama'],"['true', 'story', 'frightening', ',', 'lonely', 'world', 'silence', 'darkness', '7', '-', 'year', '-', 'old', 'helen', 'keller', ',', 'infancy', ',', 'see', 'sky', ',', 'hear', 'mother', 'voice', 'express', 'innermost', 'feeling', '.', 'annie', 'sullivan', ',', '20', '-', 'year', '-', 'old', 'teacher', 'boston', ',', 'arrive', '.', 'having', 'recently', 'regain', 'sight', ',', '-', 'nonsense', 'annie', 'reach', 'helen', 'power', 'touch', ',', 'tool', 'common', ',', 'lead', 'bold', 'pupil', 'miraculous', 'journey', 'fear', 'isolation', 'happiness', 'light', '.']"
"['sword', 'art', 'online', 'movie', '–', 'progressive', '–', 'aria', 'starless', 'night']","['Animation', 'Action', 'Fantasy', 'Science Fiction']","['month', 'kayaba', 'akihiko', 'game', 'death', 'begin', ',', 'death', 'toll', 'continue', 'rise', ',', 'thousand', 'player', 'having', 'lose', 'live', 'ultra', '-', 'difficult', 'vrmmo', 'world', 'sword', 'art', 'online', '.', 'day', 'strategy', 'meeting', 'plan', '-', 'floor', 'boss', 'battle', ',', 'kirito', ',', 'solo', 'player', 'vow', 'fight', 'strong', ',', 'run', 'rare', ',', 'high', '-', 'level', 'female', 'player', '.', 'gracefully', 'dispatch', 'powerful', 'monster', 'single', 'rapier', 'flash', 'like', 'shoot', 'star', 'night', '...']"
"['dragon', 'ball', 'super', ':', 'super', 'hero']","['Animation', 'Science Fiction', 'Action']","['red', 'ribbon', 'army', ',', 'evil', 'organization', 'destroy', 'goku', 'past', ',', 'reform', 'group', 'people', 'create', 'new', 'mighty', 'android', ',', 'gamma', '1', 'gamma', '2', ',', 'seek', 'vengeance', 'goku', 'family', '.']"
"['go', 'girl']","['Mystery', 'Thriller', 'Drama']","['wife', 'disappearance', 'having', 'focus', 'intense', 'medium', 'circus', ',', 'man', 'see', 'spotlight', 'turned', 'suspect', 'innocent', '.']"
['notebook'],"['Romance', 'Drama']","['epic', 'love', 'story', 'center', 'old', 'man', 'read', 'aloud', 'woman', 'alzheimer', '.', 'fade', 'notebook', ',', 'old', 'man', 'word', 'bring', 'life', 'story', 'couple', 'separate', 'world', 'war', 'ii', ',', 'passionately', 'reunite', ',', 'seven', 'year', 'later', ',', 'take', 'different', 'path', '.']"
"['pursuit', 'happyness']",['Drama'],"['struggle', 'salesman', 'take', 'custody', 'son', 'poise', 'begin', 'life', '-', 'change', 'professional', 'career', '.']"
['dogman'],"['Action', 'Drama', 'Crime']","['boy', ',', 'bruised', 'life', ',', 'find', 'salvation', 'love', 'dog', '.']"
['persepoli'],"['Animation', 'Drama']","['1970s', 'iran', ',', 'marjane', ""'"", 'marji', ""'"", 'satrapi', 'watch', 'event', 'young', 'eye', 'idealistic', 'family', 'long', 'dream', 'fulfil', 'hate', 'shah', 'defeat', 'iranian', 'revolution', '1979', '.', 'marji', 'grow', ',', 'witness', 'hand', 'new', 'iran', ',', 'rule', 'islamic', 'fundamentalist', ',', 'repressive', 'tyranny', '.']"
"['ben', '-', 'hur']","['History', 'Drama', 'Adventure', 'Action']","['25', 'ad', ',', 'judah', 'ben', '-', 'hur', ',', 'jew', 'ancient', 'judea', ',', 'oppose', 'occupy', 'roman', 'empire', '.', '  ', 'falsely', 'accuse', 'roman', 'childhood', 'friend', '-', 'turn', '-', 'overlord', 'try', 'kill', 'roman', 'governor', ',', 'slavery', 'mother', 'sister', 'take', 'away', 'prisoner', '.']"
"['umberto', 'd.']",['Drama'],"['elderly', 'pensioner', 'umberto', 'domenico', 'ferrari', 'return', 'boarding', 'house', 'protest', 'calling', 'hike', 'old', '-', 'age', 'pension', ',', 'landlady', 'demand', '15,000', '-', 'lire', 'rent', 'end', 'month', 'small', 'dog', 'turn', 'street', '.', 'unable', 'money', 'time', ',', 'umberto', 'fake', 'illness', 'send', 'hospital', ',', 'give', 'beloved', 'dog', 'landlady', 'pregnant', 'abandon', 'maid', 'temporary', 'safekeeping', '.']"
['dangal'],"['Drama', 'Family', 'Comedy']","['dangal', 'extraordinary', 'true', 'story', 'base', 'life', 'mahavir', 'singh', 'daughter', ',', 'geeta', 'babita', 'phogat', '.', 'film', 'trace', 'inspirational', 'journey', 'father', 'train', 'daughter', 'world', 'class', 'wrestler', '.']"
['separation'],['Drama'],"['married', 'couple', 'face', 'difficult', 'decision', '-', 'improve', 'life', 'child', 'move', 'country', 'stay', 'iran', 'look', 'deteriorate', 'parent', 'alzheimer', 'disease', '.']"
"['remi', ',', 'boy']","['Adventure', 'Family', 'Drama']","['age', '10', 'year', ',', 'young', 'rémi', 'snatch', 'adoptive', 'mother', 'entrust', 'signor', 'vitali', ',', 'mysterious', 'itinerant', 'musician', '.', 'hard', 'side', '-', 'learn', 'harsh', 'life', 'acrobat', 'sing', 'win', 'bread', '.', 'accompany', 'faithful', 'dog', 'capi', 'small', 'monkey', 'joli', '-', 'coeur', ',', 'long', 'trip', 'france', ',', 'meeting', ',', 'friendship', 'mutual', 'assistance', ',', 'lead', 'secret', 'origin', '.']"
"['wish', 'dragon']","['Animation', 'Family', 'Comedy', 'Fantasy']","['determine', 'teen', 'din', 'longing', 'reconnect', 'childhood', 'good', 'friend', 'meet', 'wish', '-', 'grant', 'dragon', 'show', 'magic', 'possibility', '.']"
"['justice', 'league', ':', 'flashpoint', 'paradox']","['Animation', 'Science Fiction', 'Action', 'Adventure', 'Fantasy']","['flash', 'find', 'war', '-', 'tear', 'alternate', 'timeline', 'team', 'alternate', 'version', 'fellow', 'hero', 'restore', 'timeline', '.']"
"['ron', 'go', 'wrong']","['Animation', 'Science Fiction', 'Family', 'Comedy']","['world', 'walk', ',', 'talk', ',', 'digitally', 'connect', 'bot', 'child', 'good', 'friend', ',', '11', '-', 'year', '-', 'old', 'find', 'robot', 'buddy', 'work', '.']"
"['egg', 'rescue']","['Animation', 'Comedy', 'Adventure', 'Family']","['toto', 'friend', 'rescue', 'egg', 'child', 'take', 'away', 'gourmet', 'food', 'event', 'africa', '.']"
"['roman', 'holiday']","['Romance', 'Comedy', 'Drama']","['overwhelmed', 'suffocating', 'schedule', ',', 'tour', 'european', 'princess', 'ann', 'take', 'night', 'rome', '.', 'sedative', 'take', 'doctor', 'kick', ',', ',', 'fall', 'asleep', 'park', 'bench', 'find', 'american', 'reporter', ',', 'joe', 'bradley', ',', 'take', 'apartment', 'safety', '.', 'work', 'morning', ',', 'joe', 'find', 'ann', 'regal', 'identity', 'bet', 'editor', 'exclusive', 'interview', ',', 'romance', 'soon', 'get', 'way', '.']"
"['bad', 'genius']","['Drama', 'Crime', 'Thriller', 'Comedy']","['lynn', ',', 'brilliant', 'student', ',', 'help', 'friend', 'grade', 'need', ',', 'develop', 'idea', 'start', 'big', 'exam', '-', 'cheat', 'business', '.']"
"['werckmeister', 'harmony']",['Drama'],"['naive', 'young', 'man', 'witness', 'escalation', 'violence', 'small', 'hometown', 'follow', 'arrival', 'mysterious', 'circus', 'attraction', '.']"
"['teen', 'titans', ':', 'trouble', 'tokyo']","['Animation', 'Action', 'Science Fiction', 'TV Movie']","['battle', 'high', '-', 'tech', 'villain', 'name', ',', 'saiko', '-', 'tek', ',', 'teen', 'titans', 'travel', 'city', 'tokyo', 'find', 'embroil', 'conflict', 'ancient', 'enemy', '.']"
"['bronx', 'tale']","['Drama', 'Crime']","['set', 'bronx', 'tumultuous', '1960', ',', 'adolescent', 'boy', 'tear', 'honest', ',', 'working', '-', 'class', 'father', 'violent', 'charismatic', 'crime', 'boss', '.', 'complicate', 'matter', 'youngster', 'grow', 'attraction', '-', 'forbid', 'neighborhood', '-', 'beautiful', 'black', 'girl', '.']"
['nimona'],"['Animation', 'Family', 'Action', 'Science Fiction', 'Adventure', 'Fantasy', 'Drama']","['knight', 'frame', 'tragic', 'crime', 'team', 'scrappy', ',', 'shape', '-', 'shift', 'teen', 'prove', 'innocence', '.']"
"['el', 'infierno']","['Action', 'Crime', 'Western', 'Comedy', 'Drama']","['deport', 'mexico', ',', 'man', 'choice', 'join', 'vicious', 'drug', 'cartel', 'corrupt', 'hometown', 'order', 'survive', '.']"
"['mitchells', 'vs.', 'machine']","['Animation', 'Adventure', 'Comedy']","['quirky', ',', 'dysfunctional', 'family', 'road', 'trip', 'upend', 'find', 'middle', 'robot', 'apocalypse', 'suddenly', 'humanity', 'unlikeliest', 'hope', '.']"
"['great', 'showman']",['Drama'],"['story', 'american', 'showman', 'p.t', '.', 'barnum', ',', 'founder', 'circus', 'famous', 'traveling', 'ringle', 'bros', '.', 'barnum', '&', 'bailey', 'circus', '.']"
"['mamma', 'roma']",['Drama'],"['year', 'spend', 'work', 'prostitute', 'italian', 'village', ',', 'middle', '-', 'aged', 'mamma', 'roma', 'save', 'money', 'buy', 'fruit', 'stand', 'respectable', 'middle', '-', 'class', 'life', 'reestablish', 'contact', '16', '-', 'year', '-', 'old', 'son', 'abandon', 'infant', '.', 'pimp', 'threatens', 'expose', 'sordid', 'past', ',', 'troubled', 'son', 'destine', 'fall', 'life', 'crime', 'violence', '.']"
"['thirteen', 'life']","['Drama', 'Thriller']","['base', 'true', 'nail', '-', 'bite', 'mission', 'captivate', 'world', '.', 'boy', 'coach', 'thai', 'soccer', 'team', 'explore', 'tham', 'luang', 'cave', 'unexpected', 'rainstorm', 'trap', 'chamber', 'inside', 'mountain', '.', 'entomb', 'maze', 'flood', 'cave', 'tunnel', ',', 'face', 'impossible', 'odd', '.', 'team', 'world', '-', 'class', 'diver', 'navigate', 'mile', 'dangerous', 'cave', 'network', 'discover', 'find', 'boy', 'begin', '.']"
"['kill', 'bill', ':', 'vol', '.', '2']","['Action', 'Crime', 'Thriller']","['bride', 'unwaveringly', 'continue', 'roar', 'rampage', 'revenge', 'band', 'assassin', 'try', 'kill', 'unborn', 'child', '.', 'visit', 'associates', '-', '-', ',', 'check', 'victim', 'death', 'list', 'leave', '…', 'kill', 'bill', '.']"
['way'],"['Drama', 'Action', 'History', 'War']","['invasion', 'normandy', 'photograph', 'slim', 'korean', 'man', 'german', 'uniform', 'find', '.', 'transpire', 'man', 'serve', 'soldier', 'japanese', ',', 'russian', 'german', 'army', '.', 'incredible', 'story', 'inspire', 'director', 'kang', 'je', '-', 'gyu', 'create', 'epic', 'war', 'drama', '.']"
"['mary', 'max']","['Animation', 'Comedy', 'Drama']","['tale', 'friendship', 'unlikely', 'pen', 'pal', ':', 'mary', ',', 'lonely', ',', '-', 'year', '-', 'old', 'girl', 'live', 'suburb', 'melbourne', ',', 'max', ',', '-', '-', 'year', 'old', ',', 'severely', 'obese', 'man', 'live', 'new', 'york', '.']"
"['night', 'hunter']","['Crime', 'Drama', 'Thriller']","['depression', '-', 'era', 'west', 'virginia', ',', 'serial', '-', 'kill', 'preacher', 'hunt', 'young', 'child', 'know', 'whereabouts', 'stash', 'money', '.']"
['vincent'],"['Animation', 'Fantasy']","['young', 'vincent', 'malloy', 'dream', 'like', 'vincent', 'price', 'lose', 'macabre', 'daydream', 'annoy', 'mother', '.']"
"['la', 'jetée']","['Drama', 'Romance', 'Science Fiction']","['man', 'confront', 'past', 'experiment', 'attempt', 'find', 'solution', 'problem', 'post', '-', 'apocalyptic', 'world', 'cause', 'world', 'war', '.']"
"['young', 'frankenstein']",['Comedy'],"['young', 'neurosurgeon', 'inherit', 'castle', 'grandfather', ',', 'famous', 'dr', '.', 'victor', 'von', 'frankenstein', '.', 'castle', 'find', 'funny', 'hunchback', ',', 'pretty', 'lab', 'assistant', 'elderly', 'housekeeper', '.', 'young', 'frankenstein', 'believe', 'work', 'grandfather', 'delusional', ',', 'discover', 'book', 'mad', 'doctor', 'describe', 'reanimation', 'experiment', ',', 'suddenly', 'change', 'mind', '.']"
"['paper', 'moon']","['Comedy', 'Crime', 'Drama']","['great', 'depression', ',', 'con', 'man', 'find', 'saddle', 'young', 'girl', 'daughter', ',', 'forge', 'unlikely', 'partnership', '.']"
"['wild', 'tale']","['Drama', 'Thriller', 'Comedy']","['injustice', 'demand', 'world', 'cause', 'stress', 'people', '.', ',', ',', 'explode', '.', 'include', 'waitress', 'serve', 'grouchy', 'loan', 'shark', ',', 'altercation', 'motorist', ',', 'ill', '-', 'fated', 'wedding', 'reception', ',', 'wealthy', 'businessman', 'try', 'buy', 'family', 'trouble', '.']"
"['battle', 'algier']","['Drama', 'War', 'History']","['trace', 'struggle', 'algerian', 'de', 'liberation', 'nationale', 'gain', 'freedom', 'french', 'colonial', 'rule', 'see', 'eye', 'ali', 'start', 'petty', 'thief', 'rise', 'prominence', 'organisation', 'capture', 'french', '1957', '.', 'film', 'trace', 'rebel', ""'"", 'struggle', 'increasingly', 'extreme', 'measure', 'take', 'french', 'government', 'quell', 'revolt', '.']"
"['dancer', 'dark']","['Drama', 'Crime']","['selma', ',', 'czech', 'immigrant', 'verge', 'blindness', ',', 'struggle', 'end', 'meet', 'son', ',', 'inherit', 'genetic', 'disorder', 'suffer', 'fate', 'expensive', 'operation', '.', 'life', 'get', 'difficult', ',', 'selma', 'learn', 'cope', 'love', 'musical', ',', 'escape', 'life', 'trouble', '–', 'moment', '–', 'dream', 'little', 'number', 'rhythmic', 'beat', 'surrounding', '.']"
"['scooby', '-', 'doo', '!', 'camp', 'scare']","['Animation', 'Comedy', 'Family', 'Mystery']","['scooby', 'gang', 'experience', 'outdoor', 'fun', 'fre', 'old', 'summer', 'camp', '.', 'summer', 'go', ',', 'increasingly', 'clear', 'spooky', 'camp', 'story', 'tell', 'fireplace', ',', 'real', 'soon', ',', 'gang', 'try', 'solve', 'mystery', 'camp', 'scare', '.']"
"['little', 'woman']","['Drama', 'Romance', 'History']","['sister', 'come', 'age', 'america', 'aftermath', 'civil', 'war', '.']"
"['perfect', 'stranger']","['Comedy', 'Drama']","['dinner', ',', 'group', 'friend', 'decide', 'share', 'message', 'phone', 'receive', 'evening', ',', 'unforeseen', 'consequence', '.']"
"['sing', 'street']","['Romance', 'Drama', 'Music', 'Comedy']","['boy', 'grow', 'dublin', '1980s', 'escape', 'strained', 'family', 'life', 'start', 'band', 'impress', 'mysterious', 'girl', 'like', '.']"
"['ace', 'hole']",['Drama'],"['arrogant', 'reporter', 'exploit', 'story', 'man', 'trap', 'cave', 'revitalize', 'career', '.']"
['tampopo'],['Comedy'],"['humorous', 'paean', 'joy', 'food', ',', 'pair', 'truck', 'driver', 'happen', 'decrepit', 'roadside', 'shop', 'sell', 'raman', 'noodle', '.', 'widow', 'owner', ',', 'tampopo', ',', 'beg', 'help', 'turn', 'establishment', 'paragon', '""', 'art', 'noodle', '-', 'soup', 'making', '""', '.', 'intersperse', 'satirical', 'vignette', 'importance', 'food', 'different', 'aspect', 'human', 'life', '.']"
"['pather', 'panchali']",['Drama'],"['depiction', 'life', 'impoverish', 'early', 'twentieth', 'century', 'rural', 'bengali', 'family', '.']"
"['anatomy', 'murder']","['Crime', 'Drama', 'Mystery']","['semi', '-', 'retired', 'michigan', 'lawyer', 'paul', 'biegler', 'take', 'case', 'army', 'lt', '.', 'manion', ',', 'murder', 'local', 'innkeeper', 'wife', 'claim', 'rape', '.', 'course', 'extensive', 'trial', ',', 'biegler', 'parry', 'district', 'attorney', 'lodwick', '-', '-', 'town', 'prosecutor', 'claude', 'dancer', 'set', 'client', 'free', ',', 'case', 'rest', 'victim', 'mysterious', 'business', 'partner', ',', 'hide', 'dark', 'secret', '.']"
['let'],['Drama'],"['jade', 'mother', 'make', '-', 'ditch', 'effort', 'family', 'take', 'trip', 'teenage', 'daughter', 'pole', 'dancing', 'competition', '.']"
"['grand', 'illusion']","['Drama', 'History', 'War']","['group', 'french', 'soldier', ',', 'include', 'patrician', 'captain', 'de', 'boeldieu', 'working', '-', 'class', 'lieutenant', 'maréchal', ',', 'grapple', 'class', 'difference', 'capture', 'hold', 'world', 'war', 'german', 'prison', 'camp', '.', 'man', 'transfer', 'high', '-', 'security', 'fortress', ',', 'concoct', 'plan', 'escape', 'beneath', 'watchful', 'eye', 'aristocratic', 'german', 'officer', 'von', 'rauffenstein', ',', 'form', 'unexpected', 'bond', 'de', 'boeldieu', '.']"
['mercy'],"['Drama', 'Crime', 'History']","['powerful', 'true', 'story', 'harvard', '-', 'educate', 'lawyer', 'bryan', 'stevenson', ',', 'go', 'alabama', 'defend', 'disenfranchise', 'wrongly', 'condemn', '—', 'include', 'walter', 'mcmillian', ',', 'man', 'sentence', 'death', 'despite', 'evidence', 'prove', 'innocence', '.', 'bryan', 'fight', 'tirelessly', 'walter', 'system', 'stack', '.']"
['downfall'],"['Drama', 'History', 'War']","['april', '1945', ',', 'germany', 'stand', 'brink', 'defeat', 'russian', 'army', 'closing', 'east', 'ally', 'expeditionary', 'force', 'attack', 'west', '.', 'berlin', ',', 'capital', 'reich', ',', 'adolf', 'hitler', 'proclaim', 'germany', 'achieve', 'victory', 'order', 'general', 'adviser', 'fight', 'man', '.', 'end', 'finally', 'come', ',', 'hitler', 'lie', 'dead', 'hand', ',', 'leave', 'military', 'find', 'way', 'end', 'kill', 'battle', 'berlin', ',', 'lie', 'arm', 'surrender', '.']"
"['beautiful', 'mind']","['Drama', 'Romance']","['height', 'notoriety', 'depth', 'depravity', ',', 'john', 'forbe', 'nash', 'jr', '.', 'experience', '.', 'brilliant', 'socially', 'awkward', 'mathematician', ',', 'groundbreake', 'discovery', 'early', 'career', 'stand', 'brink', 'international', 'acclaim', '.', 'handsome', 'arrogant', 'nash', 'accept', 'secret', 'work', 'cryptography', ',', 'entangle', 'mysterious', 'conspiracy', '.', 'life', 'take', 'nightmarish', 'turn', 'soon', 'find', 'painful', 'harrowing', 'journey', 'self', '-', 'discovery', '.']"
['stand'],"['Crime', 'Drama']","['learn', 'boy', 'age', 'accidentally', 'kill', 'near', 'rural', 'home', ',', 'oregon', 'boy', 'decide', 'body', '.', 'way', ',', 'gordie', ',', '  ', 'vern', ',', 'chris', 'teddy', 'encounter', 'mean', 'junk', 'man', 'marsh', 'leech', ',', 'learn', 'different', 'home', 'life', '.', 'lark', ',', 'boy', ""'"", 'adventure', 'evolve', 'define', 'event', 'life', '.']"
